"dbms","table_catalog","table_schema","table_name","column_name","ordinal_position","data_type","character_maximum_length","constraint_type","table_schema-2","table_name-2","column_name-2"
"postgresql","simonkvasnicka","public","nlcompany","state3",23,"character varying",2,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","price_book_line_intervals","start_offset",16,"character varying",70,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","locations","tran_num_prefix",28,"character varying",8,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","subscription_change_orders","date_last_modified",9,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","customer_item_pricing","customer_id",2,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","nlcompany","state2",21,"character varying",2,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_fulfillments","use_fedex_ship_alert",97,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","notes_system","note_type",14,"character varying",40,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","transaction_lines","related_company_id",92,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","subscript_line_price_intervals","included_quantity",5,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_fulfillments","entry_number",25,"character varying",32,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","project_tasks","planned_work_baseline",30,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","campaigns","url",23,"character varying",255,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","revenue_plan_lines","date_created",3,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","revenue_plans","reforecast_method",11,"character varying",150,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","accounting_periods","year_0",22,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","inventory_items","is_cont_rev_handling",51,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_group","obsolete_revision",10,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","service_items","rev_rec_forecast_rule_id",38,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","employee_time","date_last_modified",12,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","support_incidents","case_numbercode",7,"character varying",99,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","case_types","case_type_extid",1,"character varying",255,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","opportunity_lines","payroll_year_to_date_amount",45,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","shipping_items","default_unit_price",6,"character varying",42,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","inventory_items","wip_account_id",132,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","transactions","probability",82,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","transaction_book_map","exchange_rate",3,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","expense_categories","rate_required",9,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","billing_accounts","is_customer_default",20,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","billing_subscriptions","default_renewal_price_book_id",13,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","vendors","shipaddress",47,"character varying",999,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","notes_system","event_id",7,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","revaluation","subsidiary_id",20,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","transactions","message",72,"character varying",999,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","vendors","state",48,"character varying",50,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","transactions","is_actualprodstartdate_manual",46,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","project_task_assignments","estimated_work",4,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","expense_amortization_rules","start_offset",16,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","transactions","is_actualprodenddate_manual",45,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","transaction_lines","date_last_modified",27,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","inventory_items","specialsdescription",108,"character varying",65534,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","transactions","transaction_partner",110,"character varying",40,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","resource_allocations","project_task_id",11,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","nlcompany","state4_taxid",26,"character varying",20,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","inventory_items","isinactive",54,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","items","vsoe_discount",158,"character varying",12,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","billing_classes","name",5,"character varying",40,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","competitor","is_inactive",5,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","partners","loginaccess",23,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","bin_number","isinactive",4,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","opportunities","memorized",17,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","campaign_families","campaignfamily_extid",1,"character varying",255,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","notes_system_custom","note_type_extid",20,"character varying",255,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","items","hazmat_item_units",51,"character varying",20,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","employees","phone",50,"character varying",100,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","shipment_packages","contents_description",8,"character varying",256,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","contact_types","parent_id",6,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_supply_plan_lines","item_supply_plan_id",2,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","opportunity_lines","is_exclude_from_rate_request",21,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","opportunity_lines","amount_linked",4,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","project_billing_budgets","project_cost_category_id",5,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","opportunity_lines","amount_foreign_linked",3,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","subsidiaries","url",45,"character varying",64,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","items","salesdescription",131,"character varying",4000,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","service_items","vendorname",48,"character varying",250,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","subscription_change_orders","date_new_end",10,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","distribution_networks","distribution_network_extid",3,"character varying",255,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","inventory_items","supply_type",115,"character varying",50,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","tax_items","tax_type_id",14,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","support_incidents","entry_time",19,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","items","manufacturer",80,"character varying",200,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","items","units_type_id",150,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","customers","is_explicit_conversion",64,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","solutioncasemap","date_applied",1,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_fulfillments","hold_at_location_address_three",37,"character varying",150,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","inbound_shipments","status",11,"character varying",64,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","revenue_elements","subscription_line",71,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","revenue_elements","allocation_amount_foreign",5,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","inventory_items","storedisplayname",112,"character varying",4000,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","other_names","fax",15,"character varying",100,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_fulfillments","date_future_shipping",15,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","expense_amortization_rules","period_offset",10,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","campaignresponsehistory","note",4,"character varying",4000,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","originating_leads","status_descr",102,"character varying",199,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","transactions","weighted_total",117,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","billing_subscriptions","is_auto_renewal",19,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","quota1","class_0",2,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","inventory_items","cost_accounting_status",12,"character varying",4000,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","transaction_address","bill_address_line_2",2,"character varying",150,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","locations","zipcode",30,"character varying",36,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","inventory_number","available_count",1,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","uom","conversion_rate",2,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","consolidated_exchange_rates","historical_rate",10,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","transactions","promotion_code_id",85,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","transaction_lines","is_vsoe_allocation_line",55,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","vendors","unbilled_orders_foreign",53,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","inventory_items","cost_0",11,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","inventory_items","interco_expense_account_id",47,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","support_reps","class_id",10,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","customer_currencies","deposit_balance_foreign",3,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_group","parent_id",11,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","subscription_plans","is_auto_renewal",15,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","bin_number_counts","available_count",1,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","inventory_items","dropship_expense_account_id",28,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","contacts","assistantphone",4,"character varying",100,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","service_items","displayname",8,"character varying",4000,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","generic_resources","labor_cost",6,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","bom_revision_components","seq_num",7,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","entity_status","isinactive",5,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","support_territories","name",4,"character varying",50,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","shipping_items","shipping_cost_function",27,"character varying",32,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","project_task_cost_budgets","amount",1,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","competitor","date_last_modified",3,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","message","is_emailed",10,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","originating_leads","last_modified_date",65,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","project_revenue_rules","rate_source_type_id",15,"character varying",10,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","usages","usage_item_id",5,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","items","replenishment_method",120,"character varying",50,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","campaignevent","number_unsubscribed",13,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","system_notes_custom","event_id",10,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_fulfillments","hold_at_location_loc_phone",41,"character varying",24,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","price_book_line_intervals","discount",2,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","support_incidents","priority",29,"character varying",64,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","inventory_number","number_type",10,"character varying",6,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","roles1","center_modified_by",4,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","opportunity_lines","opportunity_discount_line",38,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","gift_certificates","is_active",13,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","billing_subscription_lines","date_created",3,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","transactions","status",101,"character varying",480,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","shipping_items","item_extid",19,"character varying",255,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","shipment_packages","priority_alert_type",27,"character varying",32,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","items","last_invt_count_date",75,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","system_notes","value_new",18,"character varying",4000,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","gift_certificates","liability_account_id",16,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","project_revenue_rules","is_revenue_reconciled",9,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","income_accounts","isinactive",11,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","subsidiaries","shipping_city",36,"character varying",50,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","sales_reps","class_id",10,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","contacts","isemailpdf",20,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","notes_user","record_type_id",17,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","subsidiaries","return_zipcode",32,"character varying",36,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","amortization_schedules","schedule_method",8,"character varying",56,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_fulfillments","is_certified_mail",48,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","entity","global_subscription_status",14,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","vendors","receiptquantitydiff",45,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","work_calendars","issunday",6,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","project_cost_categories","is_selected",6,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","roles1","center_created_by",1,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","originating_leads","mobile_phone",75,"character varying",100,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","subsidiaries","moss_nexus_id",17,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","income_accounts","comments",2,"character varying",25,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","shipment_packages","tracking_number",32,"character varying",64,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","entity","create_date",6,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","crmgroupmap","is_primary",3,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","project_tasks","allocated_work",2,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","items","tax_item_id",145,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","campaign_categories","isinactive",7,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_supply_plan_source","assembly_parent_id",1,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","project_tasks","calculated_work",4,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","service_items","created",4,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","items","handling_cost",47,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","subsidiaries","return_address",26,"character varying",999,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_fulfillments","notification_email_message",71,"character varying",500,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","subscription_plan_lines","revenue_recognition_option_id",11,"character varying",30,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","address_book","country",10,"character varying",50,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","bin_number_counts","location_id",5,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","transaction_lines","department_id",32,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","expense_amortization_rules","end_date_source",6,"character varying",150,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","project_task_assignments","unit_cost_foreign",11,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","work_calendars","message",10,"character varying",4000,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","contacts","mobilephone",29,"character varying",100,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","contacts","full_name",16,"character varying",1800,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","deleted_records","is_custom_list",5,"character varying",1,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","employees","office_phone",49,"character varying",100,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","revenue_elements","contract_exp_offset_acct_id",17,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","locations","return_city",22,"character varying",50,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","partners","isinactive",21,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_group","member_id",8,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","job_resource_role","has_own_time_approval",2,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","transaction_line_book_map","date_last_modified",10,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","contacts","date_last_modified",12,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","customers","consol_unbilled_orders_foreign",24,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","subsidiary_book_map","status",6,"character varying",128,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","activities","date_created",8,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","transaction_address","date_created",12,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","topic","is_inactive",2,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","service_items","item_revenue_category",23,"character varying",250,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","memorized_trans","automatic_entry",2,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","global_account_map","form_template_component_id",9,"character varying",16,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","inventory_number","location_id",8,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","message","cc",3,"character varying",999,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","tasks","owner_id",10,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","expense_amortization_rules","rule_method",14,"character varying",150,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","opportunities","transaction_type",41,"character varying",192,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","items","available_to_partners",6,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","components_per_routing_steps","sequence_id",3,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","originating_leads","date_gross_lead",33,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","sales_territories","date_last_modified",1,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","customers","date_prospect",46,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","customers","deposit_balance",51,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","project_task_cost_budgets","project_id",6,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","campaignevent","number_clicked_thru",9,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","customers","default_order_priority",49,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","currency_exchange_rates","update_method_id",12,"character varying",8,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","job_types","name",4,"character varying",31,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","transaction_address","bill_country",6,"character varying",50,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","transactions","is_cross_sub_transactions",51,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_fulfillments","license_number",66,"character varying",35,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","transactions","transaction_source",111,"character varying",4000,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","customers","referrer",106,"character varying",4000,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","customers","fax",55,"character varying",100,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","revenue_plans","plan_number",10,"character varying",99,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","payment_terms","isinactive",11,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_location_map","inventory_cost_template",14,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","billing_subscription_lines","billing_mode_id",1,"character varying",32,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","revenue_elements","revenue_allocation_ratio",60,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_price_history","unit_price",6,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","opportunity_lines","non_posting_line",35,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","partner_sales_roles","date_last_modified",1,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","transactions","incoterm",43,"character varying",100,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","contacts","address",1,"character varying",999,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","partners","comments",11,"character varying",4000,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_supply_plan_source","item_supply_plan_id",4,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","revenue_elements","allocation_type",6,"character varying",128,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","gift_certificates","date_last_modified",5,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","tax_items","tax_city",11,"character varying",4000,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","mfg_cost_template","externalid",3,"character varying",255,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","notes_system_custom","date_last_modified",9,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","roles1","class_restriction_type",7,"character varying",16,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","time_based_charge_rules","cap_hours",3,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","billing_schedule_descriptions","name",4,"character varying",40,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","subscript_line_price_intervals","status_id",13,"character varying",25,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","companies","name",19,"character varying",83,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","support_reps","address3",5,"character varying",150,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","customers","unbilled_orders",133,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","charges","quantity",27,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","originating_leads","last_sale_period_id",66,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","revaluation","promotion_code_instance_id",11,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","shipment_packages","has_insured_value",17,"character varying",3,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","notes_system","direction",6,"character varying",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","items","special_work_order_item",136,"character varying",1,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","amortization_schedules","period_offset",5,"numeric",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","item_supply_plans","memo",7,"character varying",4000,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","opportunities","expected_close",10,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","subscription_line_revisions","date_change_order_effective",3,"timestamp without time zone",NULL,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","subsidiaries","tran_num_prefix",44,"character varying",8,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","fixed_fee_charge_rules","charge_rule_type",4,"character varying",32,NULL,NULL,NULL,NULL
"postgresql","simonkvasnicka","public","service_items","vsoe_deferral",49,"character varying",28,NULL,NULL,NULL,NULL
